App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6077062,HDR,06/22/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078848,HDR,07/23/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074749,HDR,05/16/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6073127,HDR,04/23/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078110,HDR,07/10/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074306,HDR,05/09/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,08/02/2024 05:00:05 PM
6075736,HDR,05/30/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077779,HDR,07/04/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072422,HDR,04/14/2024,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6076846,HDR,06/18/2024,Pending Fitness Interview,08/27/2024,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077520,HDR,06/30/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077257,HDR,06/25/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078315,HDR,07/15/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6072681,HDR,04/17/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072932,HDR,04/21/2024,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6079296,HDR,07/31/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079008,HDR,07/26/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6076771,HDR,06/17/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078314,HDR,07/15/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078343,HDR,07/15/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075006,HDR,05/20/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074996,HDR,05/20/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6077636,HDR,07/02/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076738,HDR,06/17/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6072671,HDR,04/17/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077720,HDR,07/03/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078739,HDR,07/22/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6077414,HDR,06/27/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6074932,HDR,05/18/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078776,HDR,07/22/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075774,HDR,05/31/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078556,HDR,07/18/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078524,HDR,07/17/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076051,HDR,06/05/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076214,HDR,06/07/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079169,HDR,07/29/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6077314,HDR,06/26/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077934,HDR,07/08/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6077481,HDR,06/29/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075733,HDR,05/30/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6073439,HDR,04/27/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077455,HDR,06/28/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6073846,HDR,05/03/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079241,HDR,07/30/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074606,HDR,05/14/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076668,HDR,06/14/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073981,HDR,05/06/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6073695,HDR,05/01/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074344,HDR,05/10/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079206,HDR,07/29/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077015,HDR,06/21/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075328,HDR,05/23/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,08/02/2024 05:00:05 PM
6078665,HDR,07/19/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078137,HDR,07/11/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074122,HDR,05/07/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6075033,HDR,05/20/2024,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076562,HDR,06/13/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6075348,HDR,05/24/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079219,HDR,07/30/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078213,HDR,07/12/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077110,HDR,06/23/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076782,HDR,06/17/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078363,HDR,07/15/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077770,HDR,07/04/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078254,HDR,07/13/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6073984,HDR,05/06/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6072696,HDR,04/17/2024,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076686,HDR,06/14/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6079288,HDR,07/31/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077746,HDR,07/03/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077084,HDR,06/22/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6075394,HDR,05/24/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073829,HDR,05/02/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Not Applicable,08/02/2024 05:00:05 PM
6075265,HDR,05/23/2024,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078458,HDR,07/16/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076837,HDR,06/18/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6077130,HDR,06/24/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077269,HDR,06/26/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077064,HDR,06/22/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6073246,HDR,04/25/2024,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,08/02/2024 05:00:05 PM
6073344,HDR,04/26/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078731,HDR,07/22/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078642,HDR,07/19/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078249,HDR,07/13/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079395,HDR,08/02/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077883,HDR,07/08/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076213,HDR,06/07/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078973,HDR,07/25/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075094,HDR,05/21/2024,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6074387,HDR,05/10/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,08/02/2024 05:00:05 PM
6077585,HDR,07/01/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6072665,HDR,04/17/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6076461,HDR,06/11/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076180,HDR,06/06/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078242,HDR,07/13/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077142,HDR,06/24/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6073319,HDR,04/26/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077681,HDR,07/02/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
6077191,HDR,06/24/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6072723,HDR,04/18/2024,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078568,HDR,07/18/2024,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076879,HDR,06/19/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079041,HDR,07/26/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078138,HDR,07/11/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6075901,HDR,06/03/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6077628,HDR,07/01/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6078283,HDR,07/14/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078406,HDR,07/16/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076121,HDR,06/06/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6078395,HDR,07/16/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075953,HDR,06/03/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Fingerprints needed,08/02/2024 05:00:05 PM
5921772,PDR,04/28/1997,Incomplete,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Fingerprints & other items needed. Visit www.nyc.gov/tlcup,08/02/2024 05:00:05 PM
6076872,HDR,06/19/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077085,HDR,06/22/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076933,HDR,06/20/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076312,HDR,06/09/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079145,HDR,07/29/2024,Incomplete,Not Applicable,Complete,Needed,Needed,Complete,Needed,Copy of DMV license needed,08/02/2024 05:00:05 PM
6078064,HDR,07/10/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Not Applicable,08/02/2024 05:00:05 PM
6078266,HDR,07/13/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076574,HDR,06/13/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6076476,HDR,06/12/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6075965,HDR,06/03/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6077766,HDR,07/04/2024,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Not Applicable,08/02/2024 05:00:05 PM
6074137,HDR,05/07/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077327,HDR,06/26/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079039,HDR,07/26/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6079362,HDR,08/01/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6072920,HDR,04/21/2024,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6076816,HDR,06/18/2024,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077726,HDR,07/03/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079020,HDR,07/26/2024,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6074397,HDR,05/11/2024,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,08/02/2024 05:00:05 PM
6079098,HDR,07/28/2024,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,08/02/2024 05:00:05 PM
6077582,HDR,07/01/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,08/02/2024 05:00:05 PM
